id,name,itemized_description
4475,Strength Forged in Heaven,"*Basic effect(s)*
- Can perform Reversible Exchange with Super Saiyan Vegeta (Angel)
- Ki +5 and ATK & DEF 200%{passiveImg:up_g}
- Receives an additional Ki +3 per Rainbow Ki Sphere obtained
- ""Successors"" or ""Fusion"" Category allies' Ki +1 and ATK 40%{passiveImg:up_g}
*When attacking*
- ATK 100%{passiveImg:up_g}
- Launches an additional attack that has a great chance of 
becoming a Super Attack
*When receiving an attack*
- DEF 200%{passiveImg:up_g}
*When receiving an attack with 10 or more Ki*
- Chance of evading enemy's attack 10%{passiveImg:up_g}
*When attacking with 20 or more Ki*
- Launches an additional Super Attack
*As the 1st attacker in a turn*
- Guards all attacks
- Great chance of evading enemy's attack"
4476,Strength Forged in Heaven,"*Basic effect(s)*
- Can perform Reversible Exchange with Super Saiyan Vegeta (Angel)
- Ki +5 and ATK & DEF 200%{passiveImg:up_g}
- Receives an additional Ki +3 per Rainbow Ki Sphere obtained
- ""Successors"" or ""Fusion"" Category allies' Ki +1 and ATK 40%{passiveImg:up_g}
*When attacking*
- ATK 100%{passiveImg:up_g}
- Launches an additional attack that has a great chance of 
becoming a Super Attack
*When receiving an attack*
- DEF 200%{passiveImg:up_g}
*When receiving an attack with 10 or more Ki*
- Chance of evading enemy's attack 10%{passiveImg:up_g}
*When attacking with 20 or more Ki*
- Launches an additional Super Attack
*As the 1st attacker in a turn*
- Guards all attacks
- Great chance of evading enemy's attack"
4477,"Gogeta, Fighter of High Morale","*Basic effect(s)*
- {passiveImg:once}Fully recovers HP
- Ki +5 and ATK & DEF 300%{passiveImg:up_g}
- Receives an additional Ki +4 per Rainbow Ki Sphere obtained
- Guards all attacks
- Damage reduction rate 60%{passiveImg:up_g}
- Nullifies negative effects
- Launches 2 additional Ultra Super Attacks
- Performs a critical hit
- ""Successors"" or ""Fusion"" Category allies' Ki +2 and ATK & 
DEF 40%{passiveImg:up_g}
*When attacking*
- ATK 100%{passiveImg:up_g}
*When receiving an attack*
- DEF 100%{passiveImg:up_g}
*For every Rainbow Ki Sphere obtained*
- ATK 50%{passiveImg:up_g}
- Damage reduction rate 5%{passiveImg:up_g}
*For 4 turns from the character's entry turn*
- Foresees enemy's Super Attack"
4478,Critically Urgent Situation,"*Basic effect(s)*
- Ki +1 and ATK & DEF 100%{passiveImg:up_g}
*When attacking*
- ATK 100%{passiveImg:up_g}
*For every PHY Ki Sphere obtained*
- ATK 20%{passiveImg:up_g} and DEF 10%{passiveImg:up_g}
*1 or more PHY Ki Spheres obtained*
- Launches an additional attack that has a high chance of 
becoming a Super Attack
*2 or more PHY Ki Spheres obtained*
- DEF 100%{passiveImg:up_g} when attacking"
4479,Trunks' Imminent Battle,"*Basic effect(s)*
- Ki +2 and ATK & DEF 150%{passiveImg:up_g}
*For 1 turn from the character's entry turn*
- Damage reduction rate 30%{passiveImg:up_g}
*When attacking*
- ATK 150%{passiveImg:up_g}
*For every PHY Ki Sphere obtained*
- ATK 40%{passiveImg:up_g} and DEF 20%{passiveImg:up_g}
*1 or more PHY Ki Spheres obtained*
- Launches an additional attack that has a great chance of 
becoming a Super Attack
*2 or more PHY Ki Spheres obtained*
- DEF 150%{passiveImg:up_g} when attacking
*3 or more PHY Ki Spheres obtained*
- Guards all attacks
*Starting from the 4th turn from the start of battle*
- Meets up with Goten (Kid) and can perform Reversible Exchange"
4480,Goten's Imminent Battle,"*Basic effect(s)*
- Can perform Reversible Exchange with Trunks (Kid)
- Ki +2 and ATK & DEF 150%{passiveImg:up_g}
*With a Ki Sphere obtained*
- {passiveImg:once}Guards all attacks
*When attacking*
- ATK 150%{passiveImg:up_g}
*For every Type Ki Sphere obtained (PHY excluded)*
- ATK 15%{passiveImg:up_g} and DEF 30%{passiveImg:up_g}
*With a Type Ki Sphere obtained (PHY excluded)*
- Launches an additional attack that has a great chance of 
becoming a Super Attack
*3 or more Ki Spheres obtained*
- DEF 150%{passiveImg:up_g} when attacking
*5 or more Ki Spheres obtained*
- Damage reduction rate 30%{passiveImg:up_g}"
4481,Trunks' Imminent Battle,"*Basic effect(s)*
- Ki +2 and ATK & DEF 150%{passiveImg:up_g}
*For 1 turn from the character's entry turn*
- Damage reduction rate 30%{passiveImg:up_g}
*When attacking*
- ATK 150%{passiveImg:up_g}
*For every PHY Ki Sphere obtained*
- ATK 40%{passiveImg:up_g} and DEF 20%{passiveImg:up_g}
*1 or more PHY Ki Spheres obtained*
- Launches an additional attack that has a great chance of 
becoming a Super Attack
*2 or more PHY Ki Spheres obtained*
- DEF 150%{passiveImg:up_g} when attacking
*3 or more PHY Ki Spheres obtained*
- Guards all attacks
*Starting from the 4th turn from the start of battle*
- Meets up with Goten (Kid) and can perform Reversible Exchange"
4482,Goten's Imminent Battle,"*Basic effect(s)*
- Can perform Reversible Exchange with Trunks (Kid)
- Ki +2 and ATK & DEF 150%{passiveImg:up_g}
*With a Ki Sphere obtained*
- {passiveImg:once}Guards all attacks
*When attacking*
- ATK 150%{passiveImg:up_g}
*For every Type Ki Sphere obtained (PHY excluded)*
- ATK 15%{passiveImg:up_g} and DEF 30%{passiveImg:up_g}
*With a Type Ki Sphere obtained (PHY excluded)*
- Launches an additional attack that has a great chance of 
becoming a Super Attack
*3 or more Ki Spheres obtained*
- DEF 150%{passiveImg:up_g} when attacking
*5 or more Ki Spheres obtained*
- Damage reduction rate 30%{passiveImg:up_g}"
4483,Frieza's Plan,"*Basic effect(s)*
- Ki +2
- ATK & DEF 100%{passiveImg:up_g}
*When attacking*
- ATK & DEF 77%{passiveImg:up_g}
*When all allies attacking in the same turn are Super Class 
characters (self excluded)*
- High chance of performing a critical hit
*When all allies attacking in the same turn are Extreme Class 
characters (self excluded)*
- High chance of launching an additional Super Attack"
4484,Frieza's Ambition,"*Basic effect(s)*
- Ki +3
- ATK & DEF 150%{passiveImg:up_g}
- Receives an additional Ki +1 per Rainbow Ki Sphere obtained
*When attacking*
- ATK & DEF 100%{passiveImg:up_g}
*When all allies attacking in the same turn are Super Class 
characters (self excluded)*
- Great chance of performing a critical hit
*When all allies attacking in the same turn are Extreme Class 
characters (self excluded)*
- Great chance of launching an additional Super Attack"
4485,Frieza's Will to Fight,"*Basic effect(s)*
- Ki +7
- ATK & DEF 200%{passiveImg:up_g}
- Launches an additional attack that has a great chance of 
becoming a Super Attack
- Receives an additional Ki +2 per Rainbow Ki Sphere obtained
*For 2 turns from the character's entry turn*
- ""Representatives of Universe 7"" or ""Battle of Fate"" Category 
allies' ATK & DEF 77%{passiveImg:up_g}
*When attacking*
- ATK & DEF 150%{passiveImg:up_g}
- Ki +7 and ATK 77%{passiveImg:up_g} when HP is 77% or less
*When receiving an attack*
- Damage reduction rate 50%{passiveImg:up_g} when HP is 77% or less
*When all allies attacking in the same turn are Super Class 
characters (self excluded)*
- Performs a critical hit
- Launches an additional Super Attack
*When all allies attacking in the same turn are Extreme Class 
characters (self excluded)*
- Launches 2 additional Super Attacks
*Starting from the 4th turn from the start of battle*
- Meets up with Goku and can perform Reversible Exchange"
4486,Goku's Will to Fight,"*Basic effect(s)*
- Can perform Reversible Exchange with Frieza (Final Form) (Angel)
- Ki +7 and ATK & DEF 200%{passiveImg:up_g}
- Guards all attacks
- Receives an additional Ki +2 per Rainbow Ki Sphere obtained
*When attacking*
- Launches an additional Super Attack when HP is 77% or more
*When receiving an attack*
- ATK & DEF 100%{passiveImg:up_g}
- DEF 77%{passiveImg:up_g} when HP is 77% or more
*For every Ki Sphere obtained*
- ATK & DEF 17%{passiveImg:up_g}
*With a Rainbow Ki Sphere obtained*
- Damage reduction rate 59%{passiveImg:up_g}
- Attacks are effective against all Types"
4487,Will for a Serious Fight,"*Basic effect(s)*
- Ki +2 and ATK & DEF 150%{passiveImg:up_g}
- Damage reduction rate 30%{passiveImg:up_g}
*The more HP remaining*
- ATK{passiveImg:up_g} (up to 120%)
*When HP is 50% or more*
- Great chance of launching an additional Super Attack
*The less HP remaining*
- DEF{passiveImg:up_g} (up to 120%)
*When HP is 50% or less*
- Guards all attacks
*When there is another ""Majin Buu Saga"" Category ally
attacking in the same turn or a ""Majin Buu Saga"" Category
enemy*
- Randomly changes Ki Spheres of a certain Type to Rainbow
Ki Spheres
*1 or more Rainbow Ki Spheres obtained*
- Damage reduction rate 20%{passiveImg:up_g}
*3 or more Ki Spheres obtained*
- ATK & DEF 120%{passiveImg:up_g} when attacking
*Starting from the 3rd turn from the start of battle*
- Receives a boost from Babidi's sorcery when facing only 1
enemy and that enemy's HP is 50% or more"
4488,Will for a Serious Fight,"*Basic effect(s)*
- Ki +2 and ATK & DEF 150%{passiveImg:up_g}
- Damage reduction rate 30%{passiveImg:up_g}
*The more HP remaining*
- ATK{passiveImg:up_g} (up to 120%)
*When HP is 50% or more*
- Great chance of launching an additional Super Attack
*The less HP remaining*
- DEF{passiveImg:up_g} (up to 120%)
*When HP is 50% or less*
- Guards all attacks
*When there is another ""Majin Buu Saga"" Category ally
attacking in the same turn or a ""Majin Buu Saga"" Category
enemy*
- Randomly changes Ki Spheres of a certain Type to Rainbow
Ki Spheres
*1 or more Rainbow Ki Spheres obtained*
- Damage reduction rate 20%{passiveImg:up_g}
*3 or more Ki Spheres obtained*
- ATK & DEF 120%{passiveImg:up_g} when attacking
*Starting from the 3rd turn from the start of battle*
- Receives a boost from Babidi's sorcery when facing only 1
enemy and that enemy's HP is 50% or more"
4489,Brother's Lessons,"*Basic effect(s)*
- ATK & DEF 180%{passiveImg:up_g}
- ""Gifted Warriors"" or ""Siblings' Bond"" Category allies' Ki +3
and ATK & DEF 60%{passiveImg:up_g}
*For every attack performed*
- {passiveImg:forever}ATK & DEF 20%{passiveImg:up_g} (up to 100%)
*When there is another ""Gifted Warriors"" or ""Siblings' Bond""
Category ally attacking in the same turn*
- ATK & DEF 100%{passiveImg:up_g}
- High chance of evading enemy's attack
*As the 2nd or 3rd attacker in a turn*
- Chance of evading enemy's attack 20%{passiveImg:up_g}
- High chance of launching an additional Super Attack"
4490,Vegeta's Determination,"*Basic effect(s)*
- Ki +2 and ATK & DEF 200%{passiveImg:up_g}
*For 5 turn(s) from the character's entry turn*
- Ki +2 and ATK 100%{passiveImg:up_g}
*For every Ki when attacking*
- ATK & DEF 10%{passiveImg:up_g} (up to 180%)
*When attacking with 18 or more Ki*
- Guards all attacks
- Launches an additional Super Attack
*When all allies attacking in the same turn have obtained a
Ki Sphere*
- All allies' DEF 10%{passiveImg:up_g} (self excluded) per Ki obtained by the
character himself (count starts from the 18th Ki)
*When the name of an ally who is attacking in the same turn or
an enemy includes ""Goku"" (Youth, Captain Ginyu, Jr., etc.
excluded)*
- Ki +4 and ATK & DEF 59%{passiveImg:up_g}
*When there is a ""Majin Buu Saga"" Category ally whose name
includes ""Goku"" attacking in the same turn*
- Ki +4 and ATK & DEF 59%{passiveImg:up_g}"
4491,Power to Never Lose,"*Basic effect(s)*
- Ki +2 and ATK & DEF 200%{passiveImg:up_g}
- Launches an additional attack that has a high chance of
becoming a Super Attack
- Great chance of performing a critical hit
*When attacking with 12 or more Ki*
- ATK & DEF 200%{passiveImg:up_g}
*When HP is 77% or more*
- Ki +2 and DEF 200%{passiveImg:up_g}
- Guards all attacks"
4492,"Battle-Loving, Kind-Hearted Saiyan","*Basic effect(s)*
- Ki +3 and ATK & DEF 300%{passiveImg:up_g}
- Launches 2 additional attacks, each of which has a high
chance of becoming a Super Attack
*When attacking with 12 or more Ki*
- ATK & DEF 200%{passiveImg:up_g}
*For 1 turn from the character's entry turn*
- Guards all attacks
*For 6 turn(s) from the character's entry turn*
- Ki +3, ATK 100%{passiveImg:up_g} and DEF 200%{passiveImg:up_g} when attacking
- Great chance of performing a critical hit
*Starting from the 7th turn from the character's entry turn*
- ATK 50%{passiveImg:up_g} when attacking
- High chance of performing a critical hit
*For every Super Attack performed*
- {passiveImg:forever}Chance of evading enemy's attack & damage reduction
rate 5%{passiveImg:up_g} (up to 25%)
*For every turn passed*
- {passiveImg:forever}Chance of evading enemy's attack & damage reduction
rate 5%{passiveImg:up_g} (up to 25%)"
4493,Eternal Cataclysm,"*Basic effect(s)*
- Ki +3 and ATK & DEF 250%{passiveImg:up_g}
- Launches an additional attack that has a high chance of
becoming a Super Attack
- High chance of performing a critical hit
- Damage reduction rate 20%{passiveImg:up_g}
*For every attack performed*
- {passiveImg:forever}ATK & DEF 40%{passiveImg:up_g} (up to 160%)
*Per ""Majin Power"" or ""Majin Buu Saga"" Category ally on the
team (depending on which Category has more members)*
- ATK & DEF 40%{passiveImg:up_g} (up to 120%)
- Damage reduction rate 10%{passiveImg:up_g} (up to 30%)
*Before receiving 6 attack(s) in battle*
- DEF 100%{passiveImg:up_g}
- Damage reduction rate 20%{passiveImg:up_g}
*After receiving an attack*
- Recovers 20% HP at the end of turn
*For 3 turn(s) from the character's entry turn*
- Nullifies Unarmed Super Attacks directed at the character
*Starting from the 4th turn from the character's entry turn*
- Great chance of nullifying Unarmed Super Attacks directed
at the character"
4494,Chief of All Demons,"*Basic effect(s)*
- Extreme Class allies' ATK & DEF 30%{passiveImg:up_g}
*When attacking*
- ATK & DEF 50%{passiveImg:up_g}
*Per ""Demonic Power"" Category ally or Extreme Class ally on 
the team (depending on which has more members)*
- ATK & DEF 10%{passiveImg:up_g} when attacking (up to 50%)
*When all allies attacking in the same turn are ""Demonic Power"" 
Category characters, or when all allies are Extreme Class 
characters*
- Guards all attacks"
4495,Demonic Proliferation,"*Basic effect(s)*
- Extreme Class allies' ATK & DEF 40%{passiveImg:up_g}
*When attacking*
- ATK & DEF 70%{passiveImg:up_g}
*Per ""Demonic Power"" Category ally or Extreme Class ally on 
the team (depending on which has more members)*
- ATK & DEF 15%{passiveImg:up_g} when attacking (up to 75%)
*When all allies attacking in the same turn are ""Demonic Power"" 
Category characters, or when all allies are Extreme Class 
characters*
- Guards all attacks"
4496,Demonic Alliance,"*Basic effect(s)*
- Extreme Class allies' ATK & DEF 50%{passiveImg:up_g}, plus an additional 
ATK & DEF 10%{passiveImg:up_g} for characters who also belong to the 
""Demonic Power"" Category
- Receives an additional Ki +1 per Ki Sphere obtained
*When attacking*
- ATK & DEF 100%{passiveImg:up_g}
*Per ""Demonic Power"" Category ally or Extreme Class ally on 
the team (depending on which has more members)*
- ATK & DEF 20%{passiveImg:up_g} when attacking (up to 100%)
*When all allies attacking in the same turn are ""Demonic Power"" 
Category characters, or when all allies are Extreme Class 
characters*
- Guards all attacks
*As the 3rd attacker in a turn*
- High chance of evading enemy's attack"
4497,Demon King on the Front Line,"*Basic effect(s)*
- Extreme Class allies' ATK & DEF 40%{passiveImg:up_g}, plus an additional 
ATK & DEF 20%{passiveImg:up_g} for characters who also belong to the 
""Demonic Power"" Category
- Receives an additional Ki +1 per Ki Sphere obtained
*When attacking*
- ATK & DEF 100%{passiveImg:up_g}
*6 or more Ki Spheres obtained*
- ATK & DEF 100%{passiveImg:up_g} for 3 turns
*Per ""Demonic Power"" Category ally or Extreme Class ally on 
the team (depending on which has more members)*
- ATK & DEF 30%{passiveImg:up_g} when attacking (up to 150%)
*When all allies attacking in the same turn are ""Demonic Power"" 
Category characters, or when all allies are Extreme Class 
characters*
- Guards all attacks
- Changes Ki Spheres: INT to AGL
- Randomly changes Ki Spheres of a certain Type (INT & AGL 
excluded) to Rainbow Ki Spheres
*As the 2nd or 3rd attacker in a turn*
- High chance of evading enemy's attack"
