id,name,exec_timing_type,efficacy_type,target_type,sub_target_type_set_id,passive_skill_effect_id,calc_option,turn,is_once,probability,causality_conditions,eff_value1,eff_value2,eff_value3,efficacy_values
8004287,Goku Is a Bad One to Underestimate!,1,3,1,0,,2,1,0,100,"{""source"": ""2399"", ""compiled"": 2399}",30,30,0,{}
8004288,Trump Card of Universe 3,15,81,1,0,,0,1,0,100,"{""source"": ""1825"", ""compiled"": 1825}",0,0,50,{}
8004289,Time-Bound Dead Heat,1,96,1,0,,0,1,0,100,,63,1,0,{}
8004291,Advice Based on Actual Combat,1,5,2,0,,0,1,0,100,"{""source"": ""3308"", ""compiled"": 3308}",1,0,0,{}
8004293,Power of the Glass Tribe,5,98,1,0,,2,99,0,100,"{""source"": ""1928"", ""compiled"": 1928}",20,80,1,{}
8004294,Power of Love That Cuts All Ties,1,81,1,0,,0,1,0,100,"{""source"": ""1928"", ""compiled"": 1928}",0,100,30,{}
8004300,Premonition of an Upcoming Adventure,1,90,2,0,,2,1,0,100,"{""source"": ""3316"", ""compiled"": 3316}",10,0,0,{}
8004301,Omen of an Impending Fight,1,5,2,0,,0,1,0,100,"{""source"": ""3316"", ""compiled"": 3316}",1,0,0,{}
8004302,Extracted Dark Factor,4,3,1,0,,2,1,0,100,"{""source"": ""2709&2883"", ""compiled"": [""&"", 2709, 2883]}",75,75,0,{}
8004303,Extracted Dark Factor,1,3,2,0,,2,1,0,100,"{""source"": ""2883|2983"", ""compiled"": [""|"", 2883, 2983]}",20,20,0,{}
8004304,Defenders' Ideas,1,91,1,0,,0,1,0,100,"{""source"": ""2822"", ""compiled"": 2822}",12,0,0,{}
8004305,Defenders' Ideas,1,91,1,0,,0,1,0,100,"{""source"": ""2821"", ""compiled"": 2821}",15,0,0,{}
8004307,Kindness Inherited from Older Brother,1,2,2,0,,2,2,0,100,"{""source"": ""1405"", ""compiled"": 1405}",35,0,0,{}
8004313,Elder Kai's Plan,4,81,1,0,,0,1,0,100,"{""source"": ""522"", ""compiled"": 522}",0,0,100,{}
8004315,Slug the Super Namekian,5,98,1,0,,2,99,0,100,,50,200,1,{}
8004316,Cosmic Demons' Technological Prowess,5,98,1,0,,2,99,0,100,,20,100,1,{}
8004317,Conversion of Earth,5,98,1,0,,2,99,0,100,,40,200,0,{}
8004318,Cheerful Whistle,11,1,2,0,,2,1,0,100,"{""source"": ""2740"", ""compiled"": 2740}",35,0,0,{}
8004319,The Possibilities of This Universe,15,1,1,0,,2,99,0,100,"{""source"": ""2164"", ""compiled"": 2164}",50,0,0,{}
8004320,Fusion with Dogidogi,4,3,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",60,60,0,{}
8004321,The Universe Created by Fu,4,3,1,0,,2,1,0,100,"{""source"": ""47"", ""compiled"": 47}",100,100,0,{}
8004322,Aeos' Plan,1,3,2,149,,2,1,0,100,,20,20,0,{}
8004323,Aeos' Grand Mission,7,98,1,0,,2,1,0,100,"{""source"": ""365"", ""compiled"": 365}",10,100,3,{}
8004324,Mechikabura's Dark Factor,11,90,13,0,,2,1,0,100,"{""source"": ""2922|2923"", ""compiled"": [""|"", 2922, 2923]}",12,0,0,{}
8004325,True Power of the Dark Factor,7,98,1,0,,2,99,0,100,"{""source"": ""24"", ""compiled"": 24}",40,240,0,{}
8004326,Retrieval of the Dark Dragon Balls,1,13,1,0,,2,1,0,100,,90,0,0,{}
8004327,Boost Received through the Dark Dragon Balls,4,1,1,0,,2,1,0,100,"{""source"": ""816"", ""compiled"": 816}",50,0,0,{}
8004328,Protector of Gods,1,5,1,0,,0,1,0,100,"{""source"": ""1144|129"", ""compiled"": [""|"", 1144, 129]}",1,0,0,{}
8004329,Energetic Girl,1,3,1,0,,2,1,0,100,"{""source"": ""1173"", ""compiled"": 1173}",70,70,0,{}
8004330,Body that Absorbed Space and Time,1,68,1,0,,2,1,0,100,,32,2,10,{}
8004331,Cosmic Ruffian,1,3,2,660,,2,1,0,100,"{""source"": ""22"", ""compiled"": 22}",15,15,0,{}
8004332,Unmatched in the Galaxy,4,81,1,0,,0,1,0,100,"{""source"": ""464"", ""compiled"": 464}",0,0,50,{}
8004333,Quivering Anger,1,13,1,0,,0,1,0,100,"{""source"": ""144"", ""compiled"": 144}",70,0,0,{}
8004335,I'm the Strongest in the Universe,1,90,1,0,,0,1,0,100,"{""source"": ""1789"", ""compiled"": 1789}",30,0,0,{}
8004336,Let's Decide Who's the Strongest,5,98,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",10,100,4,{}
8004337,Miracle Performed in Hell,1,5,2,680,,0,1,0,100,,1,0,0,{}
8004338,Key of the Plan,1,5,2,70,,0,1,0,100,,1,0,0,{}
8004339,Warm Love,1,91,1,0,,2,1,0,100,"{""source"": ""3354"", ""compiled"": 3354}",5,0,0,{}
8004440,Warm Love,1,91,1,0,,2,1,0,100,"{""source"": ""3354"", ""compiled"": 3354}",5,0,0,{}
8004443,Smallest Martial Artist in the House,4,1,1,0,,2,1,0,100,"{""source"": ""2789"", ""compiled"": 2789}",80,0,0,{}
8004444,Smallest Martial Artist in the House,7,110,1,0,,0,1,0,100,"{""source"": ""24"", ""compiled"": 24}",2,7004444,0,{}
8004445,Foreboding Tension,1,81,1,0,,2,1,0,100,"{""source"": ""2607"", ""compiled"": 2607}",0,0,100,{}
8004447,Frieza's Will to Fight,4,81,1,0,,0,1,0,100,"{""source"": ""3267"", ""compiled"": 3267}",0,0,100,{}
8004448,Goku's Will to Fight,1,78,1,0,,0,1,0,100,,0,0,0,{}
8004449,Victor's Fortitude,5,98,1,0,,2,99,0,100,"{""source"": ""141"", ""compiled"": 141}",30,120,1,{}
8004450,Elements Gathered in Buu,1,5,13,0,,0,1,0,100,"{""source"": ""3011|2319"", ""compiled"": [""|"", 3011, 2319]}",1,0,0,{}
8004451,Power Merged with Buu,1,91,1,0,,2,1,0,100,"{""source"": ""580"", ""compiled"": 580}",50,0,0,{}
8004452,Demonic Maze,15,81,1,0,,2,1,0,100,"{""source"": ""222"", ""compiled"": 222}",0,0,100,{}
8004453,Vigilance against the Majin,1,3,2,650,,2,1,0,100,,30,30,0,{}
8004454,Strategy against the Majin,4,3,1,0,,2,1,0,100,,200,200,0,{}
8004455,I'm Going to Beat You MY Way!,15,81,1,0,,2,1,0,100,"{""source"": ""1289"", ""compiled"": 1289}",0,0,30,{}
8004456,Ready for a Serious Fight,15,90,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",50,0,0,{}
8004457,Stunning Transformation,15,90,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",70,0,0,{}
8004458,Will for a Serious Fight,15,13,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",80,0,0,{}
8004459,Transformed Threat,15,13,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",67,0,0,{}
8004461,Serious Fight in the Demon Realm,11,81,1,0,,0,1,0,100,"{""source"": ""735"", ""compiled"": 735}",0,0,50,{}
8004463,Mysterious Strength,4,3,1,0,,2,1,0,100,,150,150,0,{}
8004467,Ignited Soul,1,2,2,679,,2,1,0,100,,30,0,0,{}
8004468,Elder Kai's Plan,4,81,1,0,,0,1,0,100,"{""source"": ""522"", ""compiled"": 522}",0,0,100,{}
8004469,King Yemma's Plan,4,81,1,0,,0,1,0,100,"{""source"": ""522"", ""compiled"": 522}",0,0,100,{}
8004470,King Yemma's Plan,4,81,1,0,,0,1,0,100,"{""source"": ""522"", ""compiled"": 522}",0,0,100,{}
8004471,"Vegito, Fighter of High Morale",7,110,1,0,,0,1,0,100,,2,7004471,0,{}
8004474,Miracle Performed in Hell,1,5,2,680,,0,1,0,100,,1,0,0,{}
8004475,Strength Forged in Heaven,6,91,1,0,,2,1,0,100,"{""source"": ""69"", ""compiled"": 69}",10,0,0,{}
8004476,Strength Forged in Heaven,6,91,1,0,,2,1,0,100,"{""source"": ""69"", ""compiled"": 69}",10,0,0,{}
8004477,"Gogeta, Fighter of High Morale",1,50,1,0,,0,4,1,100,,0,0,0,{}
8004479,Trunks' Imminent Battle,15,78,1,0,,0,1,0,100,"{""source"": ""551"", ""compiled"": 551}",0,0,0,{}
8004480,Goten's Imminent Battle,4,2,1,0,,2,1,0,100,"{""source"": ""301"", ""compiled"": 301}",150,0,0,{}
8004481,Trunks' Imminent Battle,15,78,1,0,,0,1,0,100,"{""source"": ""551"", ""compiled"": 551}",0,0,0,{}
8004482,Goten's Imminent Battle,4,2,1,0,,2,1,0,100,"{""source"": ""301"", ""compiled"": 301}",150,0,0,{}
8004485,Frieza's Will to Fight,4,81,1,0,,0,1,0,100,"{""source"": ""757"", ""compiled"": 757}",0,100,100,{}
8004486,Goku's Will to Fight,1,78,1,0,,0,1,0,100,,0,0,0,{}
8004487,Will for a Serious Fight,15,13,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",80,0,0,{}
8004488,Will for a Serious Fight,15,13,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",80,0,0,{}
8004489,Brother's Lessons,1,5,2,673,,0,1,0,100,,3,0,0,{}
8004490,Vegeta's Determination,4,3,1,0,,2,1,0,100,"{""source"": ""2678"", ""compiled"": 2678}",10,10,0,{}
8004492,"Battle-Loving, Kind-Hearted Saiyan",1,90,1,0,,2,1,0,100,,50,0,0,{}
8004493,Eternal Cataclysm,7,110,1,0,,0,1,0,100,,2,7004493,0,{}
8004496,Demonic Alliance,1,3,13,637,,2,1,0,100,,10,10,0,{}
8004497,Demon King on the Front Line,1,3,13,0,,2,1,0,100,,40,40,0,{}
8004498,Demon King's Surprise Attack,1,3,13,0,,2,1,0,100,,30,30,0,{}
8004499,Wishes Entrusted to Gohan,1,78,1,0,,0,1,0,100,,0,0,0,{}
8004500,Ominous Atmosphere,1,3,2,680,,2,1,0,100,,30,30,0,{}
8004501,Overwhelming Strike,15,1,2,0,,2,1,0,100,"{""source"": ""1489|1490"", ""compiled"": [""|"", 1489, 1490]}",40,0,0,{}
8004502,Power After Multiple Evolutions,15,81,1,0,,2,1,0,100,"{""source"": ""1293"", ""compiled"": 1293}",0,0,30,{}
8004503,Form After Multiple Evolutions,15,81,1,0,,2,1,0,100,"{""source"": ""1293"", ""compiled"": 1293}",0,0,30,{}
8004504,Space Domination,15,5,2,0,,0,1,0,100,"{""source"": ""25|33"", ""compiled"": [""|"", 25, 33]}",2,0,0,{}
8004505,Flawless Combat,6,13,1,0,,2,1,0,100,"{""source"": ""2324"", ""compiled"": 2324}",60,0,0,{}
8004506,Winning is Everything,15,13,1,0,,2,1,0,100,"{""source"": ""1835"", ""compiled"": 1835}",78,0,0,{}
8004508,I'll Fight as Many Times as It Takes!,1,2,2,676,,2,1,0,100,,30,0,0,{}
8004509,I'm Not Losing This Time!,1,2,2,676,,2,1,0,100,,40,0,0,{}
8004510,The Tail Returns!,4,3,1,0,,2,1,0,100,"{""source"": ""3228"", ""compiled"": 3228}",30,30,0,{}
8004512,All New Form and Power,4,3,1,0,,2,1,0,100,"{""source"": ""3232"", ""compiled"": 3232}",44,44,0,{}
8004514,Trustworthy in Crucial Moments,1,3,2,679,,2,1,0,100,,50,50,0,{}
8004518,The Super Saiyan's Final Showdown,11,1,1,0,,2,1,0,100,"{""source"": ""1506"", ""compiled"": 1506}",59,0,0,{}
8004519,The Emperor's Final Showdown,11,13,1,0,,2,1,0,100,"{""source"": ""1506"", ""compiled"": 1506}",70,0,0,{}
8004520,Super Saiyan God Duo,4,76,1,0,,0,1,0,100,"{""source"": ""1282"", ""compiled"": 1282}",0,0,0,{}
8004521,Super Saiyan Blue Transformation!,1,68,1,0,,2,1,0,100,,32,5,10,{}
8004522,Super Saiyan 4 Duo,4,76,1,0,,0,1,0,100,"{""source"": ""1282"", ""compiled"": 1282}",0,0,0,{}
8004523,Super Gogeta Is Here!,1,78,1,0,,0,1,0,100,,0,0,0,{}
8004524,Power-Doubling Skill,1,67,1,0,,0,1,0,100,,23,8,0,{}
8004525,Overwhelming Combat,1,78,1,0,,0,1,0,100,,0,0,0,{}
8004527,Avatar of Contempt,1,67,1,0,,0,1,0,100,,28,32,0,{}
8004528,Father's Encouragement,15,1,1,0,,2,1,0,100,"{""source"": ""3288"", ""compiled"": 3288}",158,0,0,{}
8004529,Aura of the Supreme,1,81,1,0,,0,1,0,100,"{""source"": ""976"", ""compiled"": 976}",0,0,50,{}
8004530,Pure Power,1,2,1,0,,2,1,0,100,"{""source"": ""863|3451"", ""compiled"": [""|"", 863, 3451]}",77,0,0,{}
8004531,Pure Strength,1,90,1,0,,2,1,0,100,"{""source"": ""862|3450"", ""compiled"": [""|"", 862, 3450]}",30,0,0,{}
8004532,The Tail Returns!,4,3,1,0,,2,1,0,100,"{""source"": ""3228"", ""compiled"": 3228}",30,30,0,{}
8004533,Adapting to the Environment,1,5,2,0,,0,1,0,100,"{""source"": ""3316"", ""compiled"": 3316}",1,0,0,{}
8004545,Manifestation of True Strength,11,90,1,0,,2,1,0,100,"{""source"": ""733|735"", ""compiled"": [""|"", 733, 735]}",30,0,0,{}
8004546,Shattered History,1,1,2,0,,2,1,0,100,"{""source"": ""3476&3477&3478&3479&3480"", ""compiled"": [""&"", 3476, 3477, 3478, 3479, 3480]}",15,0,0,{}
8004547,Shattered History,1,1,2,0,,2,1,0,100,"{""source"": ""3476&3477&3478&3479&3480"", ""compiled"": [""&"", 3476, 3477, 3478, 3479, 3480]}",20,0,0,{}
8004548,Stamina of the Fusion Fighter,15,2,2,0,,2,1,0,100,"{""source"": ""792"", ""compiled"": 792}",3,0,0,{}
8004549,Stamina of the Fusion Fighter,1,3,2,1,,2,1,0,100,,30,30,0,{}
8004550,Disturbance-Curbing Energy,1,1,2,86,,2,1,0,100,,30,0,0,{}
8004551,Disturbance-Curbing Energy,1,1,2,86,,2,1,0,100,,40,0,0,{}
8004552,Sphere of Guidance,6,2,1,0,,2,1,0,100,,200,0,0,{}
8004553,Rules Set by Cell,4,1,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",150,0,0,{}
8004554,Cheerful Dance,1,48,4,0,,0,1,0,70,"{""source"": ""865"", ""compiled"": 865}",0,0,0,{}
8004555,Cheerful Dance,1,48,4,0,,0,1,0,70,"{""source"": ""865|3459"", ""compiled"": [""|"", 865, 3459]}",0,0,0,{}
8004556,Showdown with His Nemesis,1,1,1,0,,2,99,0,100,"{""source"": ""543|3458"", ""compiled"": [""|"", 543, 3458]}",120,0,0,{}
8004557,Lively and Uninhibited Girl,5,98,1,0,,2,99,0,100,"{""source"": ""790"", ""compiled"": 790}",25,100,1,{}
8004559,Girl Living in the Mountains,5,98,1,0,,2,99,0,100,"{""source"": ""790"", ""compiled"": 790}",10,50,2,{}
8004560,Adventure Beyond Adventure,1,67,1,0,,0,1,0,100,,31,32,0,{}
8004561,Goku Goes Full Throttle,5,91,1,0,,2,1,0,100,"{""source"": ""1457&1381"", ""compiled"": [""&"", 1457, 1381]}",20,0,0,{}
8004562,Surpass Your Dad!,6,119,1,0,,0,1,0,70,"{""source"": ""1410&141"", ""compiled"": [""&"", 1410, 141]}",0,0,0,{}
8004563,Cell Approaches,1,91,1,0,,2,1,0,100,"{""source"": ""1442"", ""compiled"": 1442}",17,0,0,{}
8004564,Cell Getting Close to Perfection,1,91,1,0,,0,1,0,100,"{""source"": ""1441"", ""compiled"": 1441}",18,0,0,{}
8004565,Cell Gets Serious,1,91,1,0,,2,1,0,100,"{""source"": ""1426"", ""compiled"": 1426}",35,0,0,{}
8004567,Completion of Duty,15,81,1,0,,0,1,0,100,"{""source"": ""787"", ""compiled"": 787}",0,0,70,{}
8004568,Evil Barrier,1,13,1,0,,2,99,1,100,,95,0,0,{}
8004569,Collapse of Order,1,13,1,0,,2,1,0,100,,70,0,0,{}
8004570,Adapting to Change,1,5,2,0,,0,1,0,100,"{""source"": ""3316"", ""compiled"": 3316}",1,0,0,{}
8004571,Krillin's Flash of Brilliance,4,1,1,0,,2,1,0,70,"{""source"": ""46&528"", ""compiled"": [""&"", 46, 528]}",200,0,0,{}
8004572,Intensified with the Kaioken Technique!,4,3,1,0,,2,1,0,100,"{""source"": ""1899"", ""compiled"": 1899}",200,200,0,{}
8004573,Full Potential,4,3,1,0,,2,1,0,100,"{""source"": ""1899"", ""compiled"": 1899}",100,100,0,{}
8004574,Flexible Change of Course,1,90,1,0,,2,1,0,100,"{""source"": ""2776"", ""compiled"": 2776}",50,0,0,{}
8004575,Caulifla's Potential,5,98,1,0,,2,99,0,100,,20,60,1,{}
8004576,Caulifla's Ambition,5,98,1,0,,2,99,0,100,,30,90,1,{}
8004577,Challenge Not to Be Missed,7,110,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",2,7004577,0,{}
8004578,Challenge Not to Be Missed,7,110,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",2,7004578,0,{}
8004579,Power Not to Be Overlooked,6,2,1,0,,2,1,0,100,"{""source"": ""2675"", ""compiled"": 2675}",66,0,0,{}
8004580,Power Not to Be Overlooked,6,2,1,0,,2,1,0,100,"{""source"": ""2675"", ""compiled"": 2675}",66,0,0,{}
8004584,Renowned Contender in the Otherworld,11,91,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",20,0,0,{}
8004585,Top Contender of the Otherworld Tournament,11,78,1,0,,0,1,0,100,"{""source"": ""26|33"", ""compiled"": [""|"", 26, 33]}",0,0,0,{}
8004586,Spirit to Become the Strongest in the Otherworld,7,110,1,0,,0,1,0,100,,2,6004586,0,{}
8004587,Thundering Aura,4,3,1,0,,2,1,0,100,"{""source"": ""47&458"", ""compiled"": [""&"", 47, 458]}",50,50,0,{}
8004588,Otherworld Champion's Prestige,5,98,1,0,,2,99,0,100,"{""source"": ""790"", ""compiled"": 790}",10,50,3,{}
8004591,Divine Technique,4,1,1,0,,2,1,0,100,"{""source"": ""682"", ""compiled"": 682}",30,0,0,{}
8004592,Advantage of Light Speed,4,24,3,0,,0,1,0,100,,0,0,0,{}
8004593,A Plan to Accumulate Ki,4,1,1,0,,2,1,0,100,,50,0,0,{}
8004594,A Professional's Style,1,90,1,0,,2,1,0,100,,30,0,0,{}
8004595,Crane School's Backbone,1,5,1,0,,0,1,0,100,"{""source"": ""2257"", ""compiled"": 2257}",4,5,0,{}
8004596,A Plan to Hit the Target,4,1,1,0,,2,1,0,100,,50,0,0,{}
8004597,Metal Men's Traits,6,9,1,0,,0,3,0,100,"{""source"": ""141"", ""compiled"": 141}",0,0,0,{}
8004598,Metal Men's Secret,6,9,1,0,,0,3,0,100,"{""source"": ""141"", ""compiled"": 141}",0,0,0,{}
8004599,I've Got a Secret Move!,15,81,1,0,,2,1,0,100,"{""source"": ""792"", ""compiled"": 792}",0,0,50,{}
8004600,This Ends Now!,15,81,1,0,,2,1,0,100,"{""source"": ""3288"", ""compiled"": 3288}",0,0,100,{}
8004602,Evolution in Stance,5,48,3,0,,0,1,0,100,,0,0,0,{}
8004603,Match Clincher,5,9,3,0,,0,2,0,100,"{""source"": ""1043"", ""compiled"": 1043}",0,0,0,{}
8004604,Match Clincher,5,9,3,0,,0,2,0,100,"{""source"": ""1043"", ""compiled"": 1043}",0,0,0,{}
8004605,Deep Bonds in His Heart,1,13,1,0,,0,1,0,100,"{""source"": ""2402"", ""compiled"": 2402}",70,0,0,{}
8004606,Deep Bonds in His Heart,1,13,1,0,,0,1,0,100,"{""source"": ""2543"", ""compiled"": 2543}",70,0,0,{}
8004607,Pressure of Savage Power,1,3,1,0,,2,1,0,100,"{""source"": ""771"", ""compiled"": 771}",40,40,0,{}
8004608,Pressure of Savage Power,1,3,1,0,,2,1,0,100,"{""source"": ""771|3002"", ""compiled"": [""|"", 771, 3002]}",40,40,0,{}
8004609,20th Anniversary,7,110,1,0,,0,1,0,100,"{""source"": ""2171"", ""compiled"": 2171}",2,7004609,0,{}
8004610,Strength to Survive,1,91,1,0,,2,1,0,100,"{""source"": ""1747"", ""compiled"": 1747}",20,0,0,{}
8004611,Stunning Power in the Face of Crisis,4,1,2,444,,2,1,0,100,"{""source"": ""2165"", ""compiled"": 2165}",30,0,0,{}
8004612,True Value of the Force,1,3,2,29,,2,1,0,100,,60,60,0,{}
8004613,True Value of Body Change,6,2,1,0,,2,1,0,100,,150,0,0,{}
8004614,Unprecedented Secret Weapons,5,48,3,0,,0,1,0,100,,0,0,0,{}
8004615,Impenetrable Elite Force,1,5,2,152,,0,1,0,100,,3,0,0,{}
8004618,Total Annihilation,4,13,1,0,,2,1,0,100,"{""source"": ""47&(636|3485)"", ""compiled"": [""&"", 47, [""|"", 636, 3485]]}",70,0,0,{}
8004619,Solid and Profound Battle Experience,1,13,1,0,,2,1,0,100,"{""source"": ""1798|2543"", ""compiled"": [""|"", 1798, 2543]}",90,0,0,{}
8004620,Pure Saiyan Cells,1,13,1,0,,2,1,0,100,"{""source"": ""1798|2543"", ""compiled"": [""|"", 1798, 2543]}",85,0,0,{}
8004621,Significance of Combat Experience,1,13,1,0,,2,1,0,100,"{""source"": ""1797|3498"", ""compiled"": [""|"", 1797, 3498]}",80,0,0,{}
8004622,Significance of Combat Experience,1,13,1,0,,2,1,0,100,"{""source"": ""1797|3498"", ""compiled"": [""|"", 1797, 3498]}",80,0,0,{}
8004623,Significance of What Must Be Protected,4,90,1,0,,2,1,0,100,"{""source"": ""33"", ""compiled"": 33}",100,0,0,{}
8004624,Significance of What Must Be Protected,4,90,1,0,,2,1,0,100,"{""source"": ""33"", ""compiled"": 33}",100,0,0,{}
8004625,Beautiful Ideals,1,90,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",10,0,0,{}
8004626,Beautiful Superiority Complex,1,90,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",15,0,0,{}
8004627,Mortals Must Be Banished!,1,13,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",80,0,0,{}
8004628,Mortals Must Be Banished!,1,13,1,0,,2,1,0,100,"{""source"": ""759|2543"", ""compiled"": [""|"", 759, 2543]}",80,0,0,{}
8004629,Mortals Are Unnecessary!,4,3,1,0,,2,1,0,100,"{""source"": ""522"", ""compiled"": 522}",200,200,0,{}
8004630,Mortals Are Unnecessary!,4,3,1,0,,2,1,0,100,"{""source"": ""522"", ""compiled"": 522}",200,200,0,{}
8004631,Explosive Ki Manipulation,1,67,1,0,,0,1,0,100,,27,32,0,{}
8004633,Unified Power,6,2,1,0,,2,1,0,100,"{""source"": ""141"", ""compiled"": 141}",150,0,0,{}
8004634,Unified Radiance,7,110,1,0,,0,1,0,100,,2,6004634,0,{}
8004637,Diabolical Abilities,1,90,13,0,87.0,0,1,1,100,"{""source"": ""2472"", ""compiled"": 2472}",20,0,0,{}
8004640,Women Are Disgusting!,1,91,1,0,,2,1,0,100,"{""source"": ""3487|3355"", ""compiled"": [""|"", 3487, 3355]}",10,0,0,{}
8004641,Misled Youth,7,3,1,0,,2,3,0,100,"{""source"": ""24&25"", ""compiled"": [""&"", 24, 25]}",70,70,0,{}
8004642,Thin Line Between an Assassin and a Martial Artist,7,3,1,0,,2,3,0,100,"{""source"": ""24&25"", ""compiled"": [""&"", 24, 25]}",100,100,0,{}
8004643,Fight of Sheer Mettle,4,90,1,0,,2,1,0,100,"{""source"": ""3409"", ""compiled"": 3409}",50,0,0,{}
8004644,Psychokinetic Support,1,91,1,0,,2,1,0,100,"{""source"": ""759"", ""compiled"": 759}",5,0,0,{}
8004645,Psychokinetic Disruption,1,91,1,0,,2,1,0,100,"{""source"": ""759"", ""compiled"": 759}",7,0,0,{}
8004646,Zamasu Is the Power of the Universe,4,81,1,0,,0,1,0,100,"{""source"": ""1591"", ""compiled"": 1591}",0,0,100,{}
8004647,Ferocious Clone,1,91,1,0,,2,1,0,100,"{""source"": ""3499"", ""compiled"": 3499}",10,0,0,{}
8004648,Eerie Clone,1,3,4,0,,3,1,0,100,"{""source"": ""3498"", ""compiled"": 3498}",8,8,0,{}
8004649,Proliferating Clone,1,3,2,0,,2,1,0,100,"{""source"": ""3499"", ""compiled"": 3499}",8,8,0,{}
8004650,Incarnation of the Four-Star Ball,4,1,1,0,,2,1,0,100,"{""source"": ""726"", ""compiled"": 726}",244,0,0,{}
8004651,Merciless Clone,1,90,1,0,,2,1,0,100,"{""source"": ""3499"", ""compiled"": 3499}",15,0,0,{}
8004652,Shifting Clone,1,13,1,0,,2,1,0,100,"{""source"": ""3499"", ""compiled"": 3499}",94,0,0,{}
8004653,Zero Mortals Plan Begins,1,90,1,0,,2,1,0,100,"{""source"": ""132|757"", ""compiled"": [""|"", 132, 757]}",40,0,0,{}
8004654,Unfathomable Speed,6,91,1,0,,2,1,0,100,"{""source"": ""790"", ""compiled"": 790}",50,0,0,{}
8004655,Mastery of Strength,7,98,1,0,,2,1,0,100,"{""source"": ""24"", ""compiled"": 24}",25,50,4,{}
8004656,Champa's Chosen Fighters,1,90,1,0,,0,1,0,100,"{""source"": ""776|3475"", ""compiled"": [""|"", 776, 3475]}",11,0,0,{}
8004657,Champa's Strategy,1,90,1,0,,0,1,0,100,"{""source"": ""776|3475"", ""compiled"": [""|"", 776, 3475]}",22,0,0,{}
8004658,Ideal Performance,4,3,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",100,100,0,{}
8004659,Satisfying Performance,4,3,1,0,,2,1,0,100,"{""source"": ""46"", ""compiled"": 46}",200,200,0,{}
8004660,Core of the New-Generation Fighters,1,3,16,0,,2,1,0,100,"{""source"": ""397|2004"", ""compiled"": [""|"", 397, 2004]}",10,10,0,{}
8004661,Sense of Real Combat,1,3,16,0,,2,1,0,100,"{""source"": ""397|2004"", ""compiled"": [""|"", 397, 2004]}",20,20,0,{}
8004662,Peace-Protecting Fighter's Awareness,15,13,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",62,0,0,{}
8004663,Peace-Protecting Fighter's Awareness,15,13,1,0,,2,1,0,100,"{""source"": ""665"", ""compiled"": 665}",62,0,0,{}
8004664,Evil-Crushing Fighters' Awareness,6,2,1,0,,2,1,0,100,"{""source"": ""2802"", ""compiled"": 2802}",100,0,0,{}
8004665,Evil-Crushing Fighters' Awareness,6,2,1,0,,2,1,0,100,"{""source"": ""2802"", ""compiled"": 2802}",100,0,0,{}
8004666,Peculiar Atmosphere,1,90,1,0,,2,1,0,100,"{""source"": ""2817"", ""compiled"": 2817}",10,0,0,{}
8004667,Unusual Brutality,1,13,1,0,,2,1,0,100,"{""source"": ""1254"", ""compiled"": 1254}",60,0,0,{}
8004668,Warrior of the Galaxy,1,13,1,0,,2,1,0,100,"{""source"": ""1574"", ""compiled"": 1574}",90,0,0,{}
8004669,Another Secret Strategy,1,13,1,0,,2,1,0,100,"{""source"": ""1574"", ""compiled"": 1574}",90,0,0,{}
8004670,Blutz Waves of Hatred,1,13,1,0,,2,1,0,100,"{""source"": ""3510|3511|3517"", ""compiled"": [""|"", 3510, 3511, 3517]}",80,0,0,{}
8004672,Concentrated Power,1,3,1,0,,2,1,0,100,"{""source"": ""863|3516"", ""compiled"": [""|"", 863, 3516]}",150,150,0,{}
8004673,Evil Domination,1,1,13,790,,2,1,0,100,,20,0,0,{}
8004674,As Brave as Daddy,4,3,1,0,,2,1,0,100,"{""source"": ""862|1702"", ""compiled"": [""|"", 862, 1702]}",100,100,0,{}
8004676,The Tail Returns,1,90,1,0,,2,1,0,100,"{""source"": ""862|1949"", ""compiled"": [""|"", 862, 1949]}",50,0,0,{}
8004678,Mental Prowess in Battle,6,2,1,0,,2,1,0,100,"{""source"": ""862"", ""compiled"": 862}",70,0,0,{}
